claim,fact_checker,rating
"A billionaire has offered $1 billion to ""breed"" Lebron James and Serena Williams.",Dan Evon,FALSE
"Russia placed Black Lives Matter on an official ""terror list"" in July 2016.",Dan Evon,FALSE
"Dallas Police Chief David Brown lost a son, brother, and work partner to gun violence.",Kim LaCapria,True
"Bernie Sanders was forced to endorse Hillary Clinton under DNC rules, but can go on to win a contested convention like FDR (who also endorsed his opponent before winning).",Kim LaCapria,Mixture
,,
,,
"Sharonda Banks, 28, of Newark, New Jersey died after a maggot-infested weave was sewn into her scalp.",David Emery,False
A homeowner shot and killed a teenaged boy trespassing during a round of Pokemon Go.,Kim LaCapria,False
,,
"Photograph shows Donald Trump with ""no wig or makeup.""",David Mikkelson,false
,,
,,
France deliberately suppressed information about torture and mutilation at the Bataclan in November 2015 to avoid upsetting Muslims.,Kim LaCapria,False
The band 10cc was so named because the term represents the amount of semen in an average male ejaculation (or a little bit more).,David Mikkelson,false
Ted Cruz said that he would endorse Donald Trump if the latter promised to make masturbation illegal.,Dan Evon,FALSE
Chris Christie was so angry at Donald Trump for picking Mike Pence over him as a running mate that he refused to retrieve Trump's dry cleaning.,Kim LaCapria,False
,,
A list shows documents that several prominent news media executives have ties to the Obama administration.,Dan Evon,mixture:
,,
,,
Twenty-one people were killed in a mass shooting in Ontario (or other locations).,Kim LaCapria,False
Anti-terrorism presentation warns about women in burqas buying up cell phones.,David Mikkelson,false
Actress Betty White uttered a witty rejoinder to the oft-used phrase 'Grow some balls.',David Emery,False
,,
"President Obama issued an executive order calling for the creation of a Black Lives Matter memorial wall in Washington, DC.",David Emery,False
DNC staffer Seth Rich was gunned down to prevent him from meeting with the FBI over plans to testify against Hillary Clinton.,Kim LaCapria,False
,,
,,
A photograph of a fatal motorcycle crash shows either an angel or the victim's ghost.,Brooke Binkowski,false
,,
The Wharton School wrote an open letter to Donald Trump explaining that the Republican Presidential candidate does not represent his former school.,Dan Evon,MIXTURE
British actor Rowan Atkinson has died.,David Emery,False
,,
"Facebook users can receive a $60 coupon for Kroger by ""liking"" and ""sharing"" a status.",David Mikkelson,Scam
,,
Fire and smoke billowing from the vicinity of the Eiffel Tower were evidence of a Bastille Day terrorist attack in Paris.,David Emery,False
Jesus and His disciples are going to be portrayed as homosexual in a soon-to-be-released film.,David Mikkelson,false
,,
The Republican National Committed has officially adopted support for the discredited practice of conversion therapy for gay people as part of their platform.,Kim LaCapria,unproven
,,
,,
"Police in Lancaster, Pennsylvania, busted an Amish dobergoat fighting ring.",Kim LaCapria,False
Young prodigy Brandenn Bremmer achieved a number of successes before taking his own life at age14 so that he could donate his organs to others.,Kim LaCapria,Mixture
,,
President Obama signed an executive order allowing the use of the U.S. military against American citizens.,Dan Evon,FALSE
,,
,,
The Pokemon Go app is covertly passing information to Google Maps as well as the National Security Agency (NSA).,Kim LaCapria,False
"Disney/Pixar announced the release of 'Boo' (a sequel to Monsters, Inc.) in July 2020.",Kim LaCapria,False
,,
Justin Trudeau has freed from prison and expunged the record of every convicted marijuana user in Canada.,Dan Evon,FALSE
,,
Donald Trump and Mike Pence did not steal their campaign logo from a Nevada brothel.,Dan Evon,FALSE
In 1992 Al Sharpton delivered a speech in which he exhorted blacks to kill police.,Dan Evon,MIXTURE
Improperly cleaned tanning beds are vectors for sexually transmitted diseases such as herpes.,Brooke Binkowski,mixture
"Chelsea Clinton was paid $900,000 to work for her parents after she finished college.",Dan Evon,FALSE
Actors Robert Redford and Meryl Streep are married to each other (or planning to be).,David Mikkelson,false
The officer who shot and killed Alton Sterling was photographed at a KKK rally.,Dan Evon,FALSE
"Black Lives Matter protesters in Baton Rouge chanted calls for ""dead cops ... now"" shortly before three officers were killed in that city.",Kim LaCapria,false
"Mike Pence said that if abortion were allowed in cases of rape, then women would try to get raped in order to have abortions.",Kim LaCapria,False
Donald Trump Jr. tweeted that the family's greenskeeper missed his own sister's wedding in order to work for the Trumps.,Brooke Binkowski,true
Michelle Obama plagiarized parts of her 2008 Democratic National Convention speech from 'The 7 Habits of Highly Effective People' author Stephen R. Covey.,David Emery,False
"Pokemon Go stands for 'Pokemon Global Offensive,' and the app is being used by the Japanese military to map the U.S. for future bombing attacks.",Dan Evon,FALSE
Melania Trump has a degree in design and architecture from a Slovenia university.,Dan Evon,UNPROVEN
Eric Trump defended his stepmother's speech at the Republican National Convention by saying it was actually Michelle Obama who stole from Melania.,Dan Evon,FALSE
"President Obama once said that if your opponents bring a (rhetorical) knife to a fight, you should bring a gun.",Kim LaCapria,True
Michelle Obama plagiarized Saul Alinsky in her 2008 Democratic National Convention speech.,Kim LaCapria,Mostly False
"Undocumented McDonald's worker Maria Englesia was fired for telling police officers ""we don't serve pigs.""",Kim LaCapria,False
The FBI is warning all Americans of produce sprayed with poison.,Kim LaCapria,mostly false
Donald Trump and his children face charges of evading $250 million in taxes.,David Mikkelson,mostly false
"An image depicts a Hillary Clinton supporter standing on an American flag while waving a ""Hillary for President 2016"" banner.",Kim LaCapria,False
,,
The yolks of flamingo eggs are a bright pink color.,Kim LaCapria,False
,,
"Melania Trump suggested her husband could ""make peace with the blacks"" by increasing their food stamp payments.",David Mikkelson,false
Donald Trump's tweet congratulating his wife Melania on her speech at the Republican Convention was identical to the message Barack Obama sent Michelle in 2012.,Dan Evon,FALSE
Donald Trump called Abraham Lincoln a traitor.,Dan Evon,FALSE
An image shows that Democratic interns are much more diverse as a group than Republican interns.,Dan Evon,MIXTURE
,,
A woman was nearly kidnapped by human traffickers using a ring placed on her windshield as bait.,Kim LaCapria,Unproven
,,
President Obama plans to ban trucks to avoid a repetition of the  July 2016 Nice terror attack.,Kim LaCapria,False
Author Saul Alinsky dedicated his 1971 political tome 'Rules for Radicals' to Lucifer.,David Emery,Mostly False
A police officer was intentionally served a sandwich containing glass shards at a restaurant in Ohio.,Dan Evon,MIXTURE:
President Obama signed an executive order to pay reparations to African-Americans.,Dan Evon,FALSE
,,
Photograph shows a protester face-to-face with an NYPD officer.,David Mikkelson,true
Security improvements to the White House fence in 2015 included the introduction of Islamic symbolism to the design.,David Emery,False
,,
Two men arrested for their part in Turkey's attempted military takeover are CIA agents.,Brooke Binkowski,unproven
Netflix CEO Reed Hastings said that Donald Trump 'would destroy much of what is great about America.',Dan Evon,TRUE
"In July 2016, Massachusetts implemented a new ban on the sale of all semi-automatic rifles.",David Mikkelson,mixture:
,,
A shelter rented dogs for embarrassed adult Pokemon Go players and raked in tons of cash before all their dogs were swiftly adopted.,Kim LaCapria,mostly false
A photograph shows Melania Trump wearing the 'pirate shirt' featured in a memorable episode of the TV sitcom 'Seinfeld.',Dan Evon,FALSE
,,
Donald Trump's campaign invented a fictional speechwriter named Meredith McIver to take the heat after Melania Trump was criticized for purportedly plagiarizing Michelle Obama's 2008 convention speech.,Kim LaCapria,False
Hillary Clinton experienced a brief seizure while speaking on-camera in June 2016.,Dan Evon,unproven
,,
A mass ammunition shortage is expected because President Obama and the EPA shut down the Doe Run lead smelting plant,Dan Evon,FALSE
"Hillary Clinton and Barack Obama have ""Iranian advisers by their sides at all times.""",David Mikkelson,false
A Facebook page is giving away luxury RV's to users who like and share their page.,Dan Evon,FALSE
A video shows a mysterious UFO over an airport in Turkey.,Dan Evon,FALSE
,,
,,
Donald Trump plagiarized his speech at the Republican National Convention from Adolf Hitler's inaugural address in 1933.,Dan Evon,FALSE
France has announced they are bringing back the guillotine for use on terrorists.,Dan Evon,FALSE
,,
Waverly Labs' 'Pilot' earpiece can translate spoken language in real time.,Kim LaCapria,Unproven
First Lady Michelle Obama has an unprecedented number of staffers working for her.,David Mikkelson,FALSE
Director Stanley Kubrick wrote a profanity-laced letter to MGM executive James T. Aubrey warning him not to make a sequel to '2001: A Space Odyssey.',David Emery,False
A Knoxville man was killed in a fiery collision caused by a wrong-way driver playing Pokemon Go.,Kim LaCapria,Mixture:
Democratic vice presidential candidate Tim Kaine has ties to well-known Islamist groups.,David Emery,Unproven
"Students in Wisconsin are forced to wear armbands, wristbands, or pink triangles to identify them as transgender.",Kim LaCapria,Undetermined
,,
"During the RNC, Donald Trump sent a tweet about his running mate describing him as ""boring Mike Pence.""",Kim LaCapria,False
Chinese restaurants in one of South Africa's capital cities are now allowed to sell dog meat.,Brooke Binkowski,false
Senator Ted Cruz is scheduled to speak at the 2016 Democratic National Convention.,Dan Evon,FALSE
,,
Evangelist Franklin Graham warned Christians that they would face death camps if they didn't support Donald Trump.,Dan Evon,FALSE
,,
,,
,,
A list tallies some of the good deeds accomplished by Republican presidential candidate Donald Trump.,Dan Evon,MIXTURE
Pope Francis has endorsed Hillary Clinton for President.,David Mikkelson,false
"A list authored by Roman statesman Cicero describes ""the situation during his lifetime.""",David Mikkelson,false
,,
"Ted Cruz met with President Obama, Hillary Clinton, and Valerie Jarrett on Air Force One a few days before the RNC, and they convinced him not to endorse Donald Trump.",Dan Evon,MIXTURE:
A woman who grabbed a baseball away from a child at an Astros game was identified as child psychologist Grennele Brashkowitz.,Dan Evon,FALSE
"An image shows a vintage Budweiser beer ad bearing the tagline ""when you need to get her drunk.""",Dan Evon,FALSE
,,
,,
,,
,,
,,
A video shows a suicide bomber exploding after falling off a skateboard.,Dan Evon,FALSE
,,
The White House was built using slave labor.,Kim LaCapria,mostly true
"The Clintons were forced to return an estimated $200,000 in furniture, china and art they ""stole"" from the White House.",David Emery,Mostly False
A machine used to skin dogs is manufactured and sold by Samsung.,Dan Evon,FALSE
American flags were banned from display at the 2016 Democratic National Convention.,Dan Evon,FALSE
,,
"Common usage of the phrase ""Always a bridesmaid but never a bride"" originated with an advertising campaign for Listerine mouthwash.",David Mikkelson,true
"Hillary Clinton said in 2000 that she believed marriage was ""always between a man and a woman.""",Kim LaCapria,true
,,
,,
Republican presidential candidate Donald Trump leaked classified information about a U.S. military base in Saudi Arabia after receiving his first national security intelligence briefing.,David Emery,False
"Donald Trump tweeted an opinion that America never should have ""given Canada its independence.""",Kim LaCapria,False
A screen shot from a World Cup match shows team country codes spelling out a racial pejorative.,David Mikkelson,false
,,
Rep. Elijah Cummings incorrectly stated during his 2016 DNC speech that Democrats gave black people the right to vote.,Kim LaCapria,Mostly False
The Democratic National Convention's organizers published a Craigslist ad seeking actors to replace missing or ejected delegates.,Kim LaCapria,Unproven
"Mike Rowe ""unleashed hell"" on Hillary Clinton after she refused to donate to his charity.",Dan Evon,FALSE
A cardinal announced that the Catholic Church no longer believes that Jesus will return.,Dan Evon,FALSE
,,
"After the 26 July 2016 roll call vote at the Democratic National Convention, hundreds of empty seats appeared to have been vacated by a planned protest.",Kim LaCapria,Mixture
Televangelist Joel Osteen endorsed Donald Trump.,Dan Evon,FALSE
,,
,,
"Disney is replacing the ""Tower of Terror"" attraction with a ""Guardians of the Galaxy"" themed ride at their Disney California Adventure Park.",Kim LaCapria,true
,,
,,
,,
President Bill Clinton held up air traffic at LAX in 1993 to get a $200 haircut on Air Force One.,David Mikkelson,false
"President removed red, white, and blue decor from the Oval Office and installed a 'Muslim prayer curtain' in the White House.",David Mikkelson,false
A photograph shows the Clintons posing with Palestinian leader Yasser Arafat.,David Mikkelson,true
,,
"TV evangelist Pat Robertson described nude photos of Melania Trump as ""pure art that shows the beauty of God's work.""",David Emery,False
,,
Video clip shows a 'Russia's Got Talent' contestant accidentally shooting his partner in the head with an arrow.,David Mikkelson,false
,,
"Jill Stein, the Green Part's presidential candidate, is not yet on the ballot in every state.",Kim LaCapria,true
Kurt Cobain endorsed Donald Trump in 1993.,Dan Evon,FALSE
Green Party presidential candidate Dr. Jill Stein has stated that she opposes the use of vaccines.,Kim LaCapria,False
Uniformed police officers were not allowed on the floor at the Democratic National Convention.,Dan Evon,FALSE
,,
Incarcerated former abortion provider Kermit Gosnell made a surprise appearance at the Democratic National Convention.,Kim LaCapria,False
"The headstone of the late U.S. Army Capt. Humayun Khan (son of DNC speaker Khizr Khan) references his ""dying as an apostate.""",Kim LaCapria,False
A list cites instances proving voter fraud in the 2012 U.S. presidential election.,David Mikkelson,false
"President B. Lyndon Johnson once said, ""I'll have those niggers voting Democratic for 200 years.""",David Emery,Unproven
"Bill Clinton said that testifying at congressional hearings meant that ""Hillary suffered more than those guys in Benghazi.""",Kim LaCapria,False
"Michael Jordan said that he wasn't going to sell any more shoes ""until black people unite.""",Dan Evon,FALSE
Getting hit in the testicles is hundreds of times more painful than labor or childbirth.,Dan Evon,FALSE
,,
Actor Jaden Smith committed suicide in July 2016.,Dan Evon,FALSE
"Democratic presidential nominee Hillary Clinton once said, ""I think Sharia Law will be a powerful new direction of freedom and democracy for the women of Libya.""",David Emery,False
Ghazala Khan wore a hijab at the DNC as a political stunt and was depicted alongside President Obama without one in an earlier photograph.,Kim LaCapria,false
,,
Sen. Bernie Sanders left the Democratic Party during the DNC (possibly as part of the #Demexit protest).,Kim LaCapria,mostly false
,,
The U.S. government is instituting a regulation mandating all motorcycles be outfitted with 75 MPH governors by January 2017.,Kim LaCapria,false
,,
Tim Kaine wore a communist flag pin during the Democratic National Convention.,Dan Evon,FALSE
,,
"DNC speaker Khizr Khan, father of fallen Army Capt. Humayun Khan, is a Muslim Brotherhood operative.",Kim LaCapria,Unproven
[Name of celebrity] has been summoned for jury duty in [name of town] because he or she supposedly owns property there.,David Emery,False
,,
"Sarah Silverman said ""I hope the Jews did kill Jesus, I'd do it again in a second!""",Kim LaCapria,Mixture
"In August 1997, the Baltimore Orioles deliberately created a lighting malfunction before a game to keep Cal Ripken's consecutive game streak intact.",David Mikkelson,false
,,
Tom Hanks said in a television interview that he backs Donald Trump for president.,David Emery,False
,,
Bill Clinton was disbarred and fined over actions related to the Monica Lewinsky scandal.,Dan Evon,MOSTLY TRUE
"A group called the Satanic Temple wants to establish After School Satan Clubs in public schools to introduce children to the ""religion of darkness.""",David Emery,Mixture
,,
"Hillary Clinton's running mate Tim Kaine stepped aside as DNC chair in 2011 to allow Clinton supporter Debbie Wasserman Schultz to take the job spot in exchange for a slot on the 2016 ticket; in October 2016,",Kim LaCapria,Mixture:
,,
"Barack Obama said that Hillary Clinton would ""say anything and do nothing"" and that she was not qualified for the presidency in 2008.",Dan Evon,MIXTURE:
A photograph shows an orca leaping several feet out of the water.,Dan Evon,TRUE
"Kid Rock interrupted a Hillary Clinton event at the Democratic National Convention by shouting ""Vote Donald Trump.""",Dan Evon,FALSE
,,
,,
,,
,,
,,
,,
,,
The Elevation Church has installed a water slide to speed up baptisms.,Dan Evon,FALSE
The Rolling Stones recorded a jingle for Rice Krispies in 1964.,Brooke Binkowski,true
Actor Denzel Washington announced he is switching his support to Donald Trump in the 2016 presidential election.,David Emery,False
Police have officially approved a series of steps you can take to avoid criminal charges when breaking a window to save a dog from a hot car.,Dan Evon,FALSE
"Black Lives Matter co-founder Kayla McKelvey defected on an ice rink because ""only white people ice skate.""",Kim LaCapria,false
"Google's definition for the word ""trap"" includes an example sentence about demonstrators and police.",Dan Evon,MIXTURE
President Obama has used a loophole in federal statutes to cut military pay three years in a row.,David Emery,Mixture
,,
Actress Melissa McCarthy admitted that the TV sitcom,Dan Evon,FALSE
,,
A man was arrested after sugar from his Krispy Kreme donuts tested positive for methamphetamine during a traffic stop.,Brooke Binkowski,true
"If you swipe a chipped card debit/credit at a point-of-sale terminal instead of inserting it into the reader, you become liable for any fraudulent transactions.",Kim LaCapria,false
Scientists found a crystal pyramid on the ocean's floor beneath the Bermuda Triangle.,David Mikkelson,false
,,
The NYPD captured a supposedly deceased FBI agent breaking into Trump Tower with a silenced pistol.,Kim LaCapria,false
,,
Casey Anthony is opening a home daycare center in Florida.,Kim LaCapria,false
,,
,,
"Khizr Kahn's law firm received a $375,000 wire transfer from the Clinton Foundation after he spoke at the Democratic National Convention.",David Emery,false
,,
Donald Trump said on,snopes.com staff,mostly false
A photograph depicts chairs left in a Polish forest after a 1939 wedding was canceled due to the start of World War II.,Kim LaCapria,false
There is a secret Obama administration plan for a federal takeover of local police forces via Justice Department consent decrees.,David Emery,False
"A photograph shows UFO ""kill markings"" on the side of a German World War II anti-aircraft gun.",Dan Evon,FALSE
,,
"President Obama is banning the Gadsden Flag (""Don't Tread on Me"") because it has been deemed racist.",Kim LaCapria,mostly false
,,
JFK donated his entire presidential salary to charity.,Dan Evon,TRUE
A 12-year-old Wisconsin girl in died as a result of receiving the Gardasil HPV vaccine.,David Emery,False
John Kerry made disparaging remarks after viewing Ronald Reagan's casket as the former president's body lay in repose at his presidential library.,David Mikkelson,false
"Photograph shows a rare, recently discovered trans-species of human-dog hybrid.",David Mikkelson,false
"The planet Mars will make a once-in-our-lifetimes, remarkably close approach to Earth on",David Mikkelson,false
,,
"Southwest Airlines is giving away four tickets to Las Vegas and $5,000 spending money to Facebook users who share and like a page.",David Mikkelson,SCAM
Photographs show a boy having his arm crushed under a truck as a punishment for stealing bread.,David Mikkelson,false
,,
Viral images show specimens of a plant with flowers in the shape of the female body.,David Emery,False
The Cicret bracelet and app can project your smartphone onto your arm.,Kim LaCapria,mixture
,,
,,
It is impossible to cancel recurring donations to the Donald Trump presidential campaign.,Kim LaCapria,mixture
,,
"A Darboy Walmart shopper encountered human traffickers using an unexpected menstrual period as a ruse, and a nearby police officer confirmed the interaction was a ""new trick"" used to abduct women.",Kim LaCapria,false
,,
"A study proved e-cigarette use (or vaping) leads to an incurable condition known as ""popcorn lung.""",Kim LaCapria,mostly false
"Donald Trump said, ""Laziness is a trait in blacks ... I believe that. No black person will be president again any time soon.""",David Emery,Mixture
,,
,,
Viral image shows a real panda seated next to a human being in the business class section of a jetliner.,David Emery,False
Donald Trump won't release his tax returns because they reveal that he has donated millions of dollars to the North American Man/Boy Love Association.,Bethania Palma,False
An image shows that Hillary Clinton needs help walking up stairs is the 'latest evidence' that she is in poor health.,Dan Evon,MIXTURE
President Obama declared that he would move his family to Canada if Donald Trump were elected president.,Dan Evon,FALSE
Attorney General Loretta Lynch declared that all Confederate flag tattoos must be removed immediately.,Kim LaCapria,False
,,
,,
Republican presidential candidate Donald Trump kicked a crying baby out of a political rally.,Dan Evon,false
,,
Democratic vice presidential candidate Tim Kaine admitted on Twitter to having an open marriage.,Dan Evon,FALSE
Hillary Clinton said in a speech that Christians in America must deny their faith in Christianity.,David Emery,False
,,
,,
"A poster reading ""Superman is coming in Supergirl"" was an official promotion by the CW network.",Brooke Binkowski,false
Coffee serves as an effective mosquito repellant and protection against infection by the Zika virus.,Kim LaCapria,unproven
,,
A photograph shows a real baby platypus.,Dan Evon,FALSE
Hillary Clinton refused to congratulate American gold medalist Ginny Thrasher.,Dan Evon,MOSTLY FALSE
"Camera phone video taken in a Mexican church shows a statue of Jesus Christ ""miraculously"" opening and closing its eyes.",David Emery,False
Ronald Reagan said he felt like he was shaking the President's hand when he met Donald Trump.,Dan Evon,FALSE
,,
Iran's Tasnim News Agency blurred a woman volleyball player out of a photograph because she was in a bikini.,Brooke Binkowski,false
"Bernie Sanders informed his supporters that he'd never tell them whom to vote for, and that if he did they shouldn't listen to him.",Kim LaCapria,mixture
Hillary Clinton cited Robert F. Kennedy's June 1968 assassination as a reason to remain in the presidential race against Barack Obama in 2008.,Kim LaCapria,true
,,
,,
,,
,,
Leaked medical records document that Hillary Clinton exhibits signs of dementia and serious illness.,Kim LaCapria,false
"Edward Snowden was ""pronounced dead"" by his girlfriend in Russia in August 2016.",Kim LaCapria,false
,,
Hillary Clinton travels with a doctor carrying a Diazepam pen in case she has a seizure.,Dan Evon,UNPROVEN
Fifty Republican former national security officials issued an open letter affirming they would not vote for Donald Trump and deeming him dangerously unqualified.,Kim LaCapria,true
,,
Donald Trump lamented that the news media are biased for accurately reporting his words and actions.,Kim LaCapria,false
,,
The United States has approved plans to crossbreed animals and humans.,Dan Evon,MIXTURE
A video shows a plan  a plane crash-landing on a beach.,Dan Evon,FALSE
The Iowa State Fair logo is rendered as a silo and two hay bales that strongly resemble a penis.,Kim LaCapria,false
A set of photos draws a realistic comparison between the rebuilt city of Hiroshima 65 years after it was destroyed by an atomic bomb and the present-day urban decay of Detroit after 65 years of governance by the Democratic Party.,David Emery,False
,,
,,
,,
Angelina Jolie committed suicide in August 2016.,Dan Evon,FALSE
Hillary Clinton strategist Bob Beckel called for the assassination of Wikileaks founder Julian Assange.,Kim LaCapria,mixture
Bees are born fully grown.,Dan Evon,FALSE
Twitter is shutting down in 2017 due to cyberbullying.,Dan Evon,FALSE
,,
Actor Gary Sinise posted a witty retort  after Hillary Clinton tweeted a message about gun control.,Dan Evon,FALSE
Sharia law has been established in a jurisdiction in Texas.,David Mikkelson,false
Fox News Channel CEO Roger Ailes said that 'the truth is whatever people will believe.',Dan Evon,FALSE
,,
"A young woman named Elisa Lam disappeared under mysterious circumstances in Los Angeles, her body later found in a hotel's water tank.",David Mikkelson,true
A photograph shows Donald Trump's solid gold toilet.,Dan Evon,FALSE
"Mike Pence once said that condoms are ""too modern"" and ""too liberal"" and offer a poor defense against sexually transmitted diseases.",Kim LaCapria,mostly true
"Ron Wayne was a third Apple co-founder, who in 1976 sold his 10% share in the company for $800",Bethania Palma,true
A Toronto lawyer demonstrating the safety of window panes in a skyscraper plunged through a window to his death.,David Mikkelson,true
"In the 1950s, a Las Vegas hotel completely drained their pool because black entertainer Dorothy Dandridge stuck her toe in the water.",Kim LaCapria,legend
A tweet reproduces a 90-second long sentence from a Donald Trump speech.,snopes.com staff,true
,,
"A circulating list of nine historical ""facts"" about slavery accurately details the participation of non-whites in slave ownership and trade in America.",David Emery,Mixture
,,
An 86-year-old woman's severely  painful and curved back was cured by her practicing yoga for a month.,Bethania Palma,Unproven
,,
"Stem cells can be harvested from baby teeth, so it's a good idea to preserve them in private stem cell banks for future use in medical treatments.",David Emery,Mixture
Tim Kaine said Caucasians must become a minority to atone for racism and oppression suffered by blacks.,David Emery,False
"Republican VP candidate Mike Pence  proclaimedthat ""the things Donald Trump says wouldn't hurt our campaign half as much if the press didn't report it.""",Dan Evon,FALSE
A customer discovered a deceased and discarded baby in a Kentucky Walmart's discount DVD bin.,Kim LaCapria,false
,,
A photograph shows Hillary Clinton wearing a defibrillator under her clothes at a campaign event.,Dan Evon,FALSE
An Alabama state senator published an open letter saying that the state of Georgia shouldn't have been allowed to compete in the Olympics.,Dan Evon,FALSE
A leaked video depicts a human sacrifice conducted by researchers at the CERN nuclear research facility.,Kim LaCapria,False
79-year-old Wendy Robinson of Los Angeles came to the rescue of two LAPD officers with her AK-47 assault rifle when they were attacked by gang members.,David Emery,False
"List of double entrendres collects ""the top nine comments made by NBC sports commentators during the Summer Olympics.""",David Mikkelson,false
President Obama has issued an executive order banning the Pledge of Allegiance in U.S. schools.,snopes.com staff,false
"""Mutation Response Vehicle"" vehicles spotted near Longwood, Florida, are related to outbreaks of the Zika virus.",Kim LaCapria,false
Netflix has cancelled season 5 of the popular prison drama 'Orange Is the New Black.',Dan Evon,FALSE
A tote bag bears a slogan poking fun at people who fear Arabic writing.,Kim LaCapria,true
U.S. Gymnastics coaches Bela and Marta Karolyi were illegal immigrants.,Kim LaCapria,false
"A GIF shows a photographer's 'perfect timing,' setting off a camera's flash just as a gymnast performed a midair split.",Dan Evon,TRUE
,,
Police opened fire on a store mannequin after it failed to follow their orders.,Kim LaCapria,false
An image shows an advertisement for a real product called Johnson's Winking Glue.,Dan Evon,FALSE
"A page on Hillary Clinton's campaign web site about campus sexual assault was edited to remove wording about a victim's ""right to be believed.""",Kim LaCapria,true
"The boots on Neil Armstong's spacesuit don't match up with the ""footprints"" supposedly he left on the moon.",Dan Evon,false
A woman managed to call 911 during a domestic abuse incident by pretending to order a pizza.,David Mikkelson,legend
,,
,,
"A live poll conducted by ABC News in August 2016 shows Donald Trump, Jill Stein, and Gary Johnson all well ahead of Hillary Clinton.",Dan Evon,FALSE
A video captures African-American protesters targeting white people for mob violence during unrest in Milwaukee over the weekend of 13 August 2016.,Bethania Palma,Mixture
,,
The media ignored Kim Rhode's bronze medal-winning performance in the 2016 Summer Olympics due to her stance on gun rights.,Dan Evon,FALSE
"Schools in Kent, Washington, have removed pork from school menus because Muslim families were offended.",Kim LaCapria,False
"A viral e-mail claiming that Muslims can't be good Americans because they worship a ""moon God"" is a quote from former GOP presidential candidate Ben Carson.",Bethania Palma,incorrectly attributed
Donald Trump campaign spokeswoman Katrina Pierson was arrested for shoplifting and continued to collect unemployment benefits while working.,Kim LaCapria,mixture
Retailer Forever 21 is selling rings and other jewelry that include swastikas.,Kim LaCapria,false
,,
Scented candles can cause cancer (or other major health problems).,Bethania Palma,Unproven
,,
,,
"The red-bellied pacu, an invasive species related to the piranha but with human-like teeth, is known to have bitten off men's testicles, killing at least two victims.",David Emery,Mostly False
,,
Donald Trump wrote in 'The Art of the Deal' that he punched out his second grade music teacher.,Dan Evon,mixture
,,
An old image of truck driver Reginald Denny advocates that drivers not stop for road-blocking protesters.,Bethania Palma,Mixture:
"Donald Trump said that Harriet Tubman's face belongs on food stamps, not the $20 bill.",Dan Evon,FALSE
In 2016 Halloween will fall on Friday the 13th for the first time in 666 years.,David Mikkelson,false
A video shows a real farm that gets rainbow cheese from rainbow cows.,Dan Evon,FALSE
"Hillary Clinton disparaged nurses in the 1990s, remarking that they were just overpaid 'maids' or 'babysitters.'",Dan Evon,unproven
An image shows the rejection letter Donald Trump received from Harvard University.,Dan Evon,FALSE
,,
,,
,,
,,
,,
Products from Pepsi and other major food producers are 'manufactured using the tissue of aborted human babies.',David Mikkelson,false
,,
,,
,,
,,
,,
,,
,,
,,
An image shows a magazine DIY tip from the 1950s instructing readers to burn zinc batteries in the fireplace in order to prevent soot formation and produce colorful flames is real.,Dan Evon,TRUE
A 4-year-old boy was accused of hacking the FBI's databases.,Kim LaCapria,false
Donald Trump issued a tweet making disparaging comments about Utah.,Dan Evon,FALSE
106 people were killed at an ISIS-related California music festival bombing.,Kim LaCapria,False
"A DNC staffer was killed in a ""mysterious explosion"" following the unsolved murder of a young man in Washington, D.C.",Kim LaCapria,false
,,
,,
"The CIA found a ""dead man's switch"" on the computer of the deceased father of a doctor treating Hillary Clinton for dementia.",Kim LaCapria,false
,,
Red Bull and other brands of energy drinks contain bull semen.,David Mikkelson,false
,,
Author J.K. Rowling was the first person to fall off of the Forbes billionaires list due to donating so much money to charity.,David Emery,Mixture
,,
A video showing highly censored female athletes competing in the 2016 Olympics was broadcast by the Iranian Sports Channel.,Dan Evon,FALSE
Donald Trump dropped out of the presidential race in August 2016 due to a brain tumor.,Dan Evon,FALSE
,,
,,
Donald Trump donated Play-Doh brand modeling clay to Louisiana flood victims.,Dan Evon,mixture
The Hobby Lobby chain is closing all its stores in protest over a federal contraceptives mandate.,David Mikkelson,false
Video shows a humanoid creature of unknown species ambling through a Portuguese desert.,David Emery,False
PIctures show that Dodge is offering an elephant skin interior with their new Challenger SRT Hellcat.,Dan Evon,MOSTLY FALSE
Jean Hilliard made a full recovery after she was found frozen in sub-zero temperatures.,David Mikkelson,true
,,
Donald Trump donated flood relief money to the president of an anti-gay hate group.,Bethania Palma,Unproven
,,
,,
Mark Zuckerberg's real name is Jacob Michael Greenberg and he is the grandson of billionaire David Rockefeller.,David Emery,False
A video shows a real dragon that fell from the sky in Tibet.,Dan Evon,FALSE
,,
,,
,,
"An Army memorandum announces martial law training and preparation to begin at Fort Carson, Colorado, in September 2016.",David Emery,False
,,
,,
The second season of 'Stranger Things' will be written by Stephen King.,Dan Evon,FALSE
,,
"President Lyndon B. Johnson once said, ""If you can convince the lowest white man he's better than the best colored man, he won't notice you're picking his pocket. Hell, give him somebody to look down on, and he'll empty his pockets for you.""",David Emery,True
Metallica singer James Hetfield has earned a PhD in astrophysics.,Dan Evon,FALSE
,,
A high school boy was shot by a police officer who mistook his saxophone for a gun.,Kim LaCapria,false
Mike Pence was recaptured after he attempted to escape from Donald Trump's campaign bus.,Dan Evon,FALSE
